Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2016-05-18,18,May,2016,62.0,Adults (35-64),M,UK,England,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,597,377,974,More or equal to 100
2013-10-02,2,October,2013,31.0,Young Adults (25-34),F,USA,California,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,234,143,377,More or equal to 100
2013-12-02,2,Dec,2013,53.0,Adults (35-64),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,27,7,9,15,189,204,Less than 100
2013-07-08,8,July,2013,38.0,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,469,312,781,More or equal to 100
2014-06-18,18,June,2014,1.0,Youth (<25),M,USA,California,Clothing,Gloves,"Half-Finger Gloves, S",3,9,24,44,27,71,Less than 100
2016-04-17,17,April,2016,1.0,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,7,1,4,15,7,22,Less than 100
2013-08-26,26,August,2013,23.0,Youth (<25),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, S",14,9,24,207,126,333,More or equal to 100
2015-12-09,9,Dec,2015,20.0,Youth (<25),M,France,Yveline,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,34,38,72,Less than 100
2016-05-01,1,May,2016,40.0,Adults (35-64),F,France,Essonne,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,288,182,470,More or equal to 100
2015-09-27,27,September,2015,28.0,Young Adults (25-34),M,Australia,Tasmania,Accessories,Tires and Tubes,HL Road Tire,30,12,33,442,360,802,More or equal to 100
2013-08-12,12,August,2013,32.0,Young Adults (25-34),M,USA,California,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,38,13,51,Less than 100
2012-07-23,23,July,2012,29.0,Young Adults (25-34),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1922,2532,4454,More or equal to 100
2016-02-05,5,Feb,2016,38.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,25,26,51,Less than 100
2014-02-17,17,Feb,2014,45.0,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,-----,19,13,35,391,247,638,More or equal to 100
2014-06-21,21,June,2014,23.0,Youth (<25),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,471,390,861,More or equal to 100
2015-07-16,16,July,2015,35.0,Adults (35-64),M,USA,California,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,854,1482,2336,More or equal to 100
2013-09-22,22,September,2013,26.0,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,676,1252,1928,More or equal to 100
2016-04-04,4,April,2016,25.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,32,13,35,693,416,1109,More or equal to 100
2014-01-21,21,January,2014,39.0,Adults (35-64),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,20,8,22,223,160,383,More or equal to 100
2013-09-27,27,September,2013,39.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,Less than 100
2016-05-19,19,May,2016,47.0,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227,More or equal to 100
2016-06-27,27,June,2016,41.0,Adults (35-64),M,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8,Less than 100
2014-01-08,8,January,2014,31.0,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,405,247,652,More or equal to 100
2013-08-21,21,August,2013,34.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,70,52,122,Less than 100
2014-06-19,19,June,2014,1.0,Youth (<25),M,Germany,Saarland,Accessories,Bottles and Cages,-----,21,3,9,92,63,155,Less than 100
2013-11-24,24,Nov,2013,44.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,25,25,50,Less than 100
2016-03-31,31,Mar,2016,31.0,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,3,13,35,64,39,103,Less than 100
2016-04-29,29,April,2016,40.0,Adults (35-64),F,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, L",12,26,70,520,312,832,More or equal to 100
2014-07-14,14,July,2014,37.0,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,315,286,601,More or equal to 100
2015-11-18,18,Nov,2015,60.0,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,45,21,66,Less than 100
2014-07-15,15,July,2014,32.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,8,2,5,22,16,38,Less than 100
2016-06-15,15,June,2016,48.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24,Less than 100
2014-06-21,21,June,2014,34.0,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,854,1482,2336,More or equal to 100
2014-03-26,26,Mar,2014,25.0,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,735,1482,2217,More or equal to 100
2013-08-26,26,August,2013,1.0,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,951,1252,2203,More or equal to 100
2016-03-11,11,Mar,2016,33.0,Young Adults (25-34),M,Germany,Hamburg,Accessories,Tires and Tubes,LL Road Tire,29,8,21,334,232,566,More or equal to 100
2015-01-22,22,January,2015,40.0,Adults (35-64),M,Germany,Hessen,Bikes,Road Bikes,-----,1,1555,2443,717,1555,2272,More or equal to 100
2015-11-05,5,Nov,2015,19.0,Youth (<25),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,229,208,437,More or equal to 100
2013-12-01,1,Dec,2013,28.0,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,997,1252,2249,More or equal to 100
2014-01-26,26,January,2014,26.0,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,132,87,219,More or equal to 100
2013-08-26,26,August,2013,21.0,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,-----,2,2,5,6,4,10,Less than 100
2014-02-08,8,Feb,2014,52.0,Adults (35-64),M,Germany,Saarland,Clothing,Caps,-----,6,7,9,2,42,44,Less than 100
2016-04-30,30,April,2016,34.0,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Black, 44",2,295,540,479,590,1069,More or equal to 100
2015-09-06,6,September,2015,40.0,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,445,338,783,More or equal to 100
2016-01-04,4,January,2016,22.0,Youth (<25),M,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,10,21,55,335,210,545,More or equal to 100
2014-03-24,24,Mar,2014,42.0,Adults (35-64),M,USA,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,13,14,27,Less than 100
2014-01-22,22,January,2014,42.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10,Less than 100
2012-05-10,10,May,2012,26.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1902,2504,4406,More or equal to 100
2011-12-17,17,Dec,2011,42.0,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",4,344,540,330,1376,1706,More or equal to 100
2014-06-02,2,June,2014,34.0,Young Adults (25-34),M,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, S",23,26,70,787,598,1385,More or equal to 100
2011-12-20,20,Dec,2011,33.0,Young Adults (25-34),M,France,Charente-Maritime,Bikes,Road Bikes,-----,3,1555,2443,2517,4665,7182,More or equal to 100
2014-01-02,2,January,2014,40.0,Adults (35-64),F,USA,California,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,128,66,194,More or equal to 100
2014-04-02,2,April,2014,34.0,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,Less than 100
2016-03-11,11,Mar,2016,31.0,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,6,13,35,128,78,206,More or equal to 100
2011-12-27,27,Dec,2011,26.0,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",4,2171,3578,2622,8684,11306,More or equal to 100
2014-02-23,23,Feb,2014,41.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,25,26,51,Less than 100
2016-05-07,7,May,2016,32.0,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,2,11,30,25,22,47,Less than 100
2013-12-29,29,Dec,2013,59.0,Adults (35-64),F,UK,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,28,20,48,Less than 100
2013-12-21,21,Dec,2013,20.0,Youth (<25),F,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,25,24,49,Less than 100
2013-11-18,18,Nov,2013,37.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,14,2,5,41,28,69,Less than 100
2014-07-03,3,July,2014,26.0,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,192,143,335,More or equal to 100
2011-01-05,5,January,2011,51.0,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Black, 60",3,487,783,865,1461,2326,More or equal to 100
2015-12-14,14,Dec,2015,33.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25,Less than 100
2015-10-04,4,October,2015,40.0,Adults (35-64),M,USA,Oregon,Accessories,Bottles and Cages,-----,18,2,5,41,36,77,Less than 100
2014-03-02,2,Mar,2014,44.0,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-100 Black, 44",1,1898,3375,1038,1898,2936,More or equal to 100
2016-05-07,7,May,2016,34.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,453,286,739,More or equal to 100
2013-08-18,18,August,2013,21.0,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,2,2,5,6,4,10,Less than 100
2015-08-24,24,August,2015,18.0,Youth (<25),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,10,8,22,138,80,218,More or equal to 100
2012-01-20,20,January,2012,1.0,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,1727,3110,4837,More or equal to 100
2014-07-22,22,July,2014,36.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,28,29,57,Less than 100
2016-05-26,26,May,2016,34.0,Young Adults (25-34),F,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,246,1050,1296,More or equal to 100
2016-07-17,17,July,2016,1.0,Youth (<25),M,USA,California,Clothing,Shorts,-----,24,26,70,1022,624,1646,More or equal to 100
2014-07-31,31,July,2014,34.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,40,34,74,Less than 100
2015-12-11,11,Dec,2015,60.0,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,12,19,31,Less than 100
2014-06-05,5,June,2014,40.0,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,-----,6,1,4,15,6,21,Less than 100
2011-07-12,12,July,2011,45.0,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,349,688,1037,More or equal to 100
2011-10-29,29,October,2011,27.0,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,-----,1,1266,2320,683,1266,1949,More or equal to 100
2014-06-05,5,June,2014,24.0,Youth (<25),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,455,273,728,More or equal to 100
2016-02-12,12,Feb,2016,39.0,Adults (35-64),F,USA,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,854,1482,2336,More or equal to 100
2016-01-15,15,January,2016,48.0,Adults (35-64),F,United States,Washington,Accessories,Hydration Packs,Hydration Pack - 70 oz.,23,21,55,504,483,987,More or equal to 100
2013-10-05,5,October,2013,33.0,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59,Less than 100
2014-04-03,3,April,2014,33.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Hydration Packs,Hydration Pack - 70 oz.,26,21,55,584,546,1130,More or equal to 100
2015-08-12,12,August,2015,32.0,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,286,988,1274,More or equal to 100
2015-08-16,16,August,2015,18.0,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,229,208,437,More or equal to 100
2013-09-26,26,September,2013,22.0,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,656,2171,2827,More or equal to 100
2016-03-13,13,Mar,2016,20.0,Youth (<25),F,United States,California,Accessories,Tires and Tubes,ML Road Tire,24,9,25,372,216,588,More or equal to 100
2015-12-04,4,Dec,2015,39.0,Adults (35-64),M,USA,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,13,14,27,Less than 100
2013-10-31,31,October,2013,43.0,Adults (35-64),M,Germany,Hamburg,Accessories,Tires and Tubes,HL Road Tire,10,12,33,187,120,307,More or equal to 100
2014-06-01,1,June,2014,43.0,Adults (35-64),F,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",13,38,50,13,494,507,Less than 100
2014-04-12,12,April,2014,59.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98,Less than 100
2014-06-21,21,June,2014,31.0,Young Adults (25-34),F,USA,California,Accessories,Tires and Tubes,HL Mountain Tire,13,13,35,277,169,446,More or equal to 100
2016-03-25,25,Mar,2016,50.0,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-650 Black, 48",2,487,783,388,974,1362,More or equal to 100
2013-08-07,7,August,2013,39.0,Adults (35-64),M,USA,California,Accessories,Helmets,"Sport-100 Helmet, Black",30,13,35,639,390,1029,More or equal to 100
2013-12-09,9,Dec,2013,30.0,Young Adults (25-34),F,France,Val d'Oise,Accessories,Tires and Tubes,LL Road Tire,22,8,21,189,176,365,More or equal to 100
2013-03-05,5,Mar,2013,35.0,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,745,1252,1997,More or equal to 100
2013-01-09,9,January,2013,25.0,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,250,713,963,More or equal to 100
2015-12-29,29,Dec,2015,29.0,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,38,40,78,Less than 100
2015-09-01,1,September,2015,28.0,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,More or equal to 100
2014-06-10,10,June,2014,47.0,Adults (35-64),F,USA,California,Clothing,Shorts,"Women's Mountain Shorts, M",6,26,70,256,156,412,More or equal to 100
2014-05-08,8,May,2014,32.0,Young Adults (25-34),F,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Less than 100
2016-05-29,29,May,2016,20.0,Youth (<25),M,United States,Ohio,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9,Less than 100
2013-12-14,14,Dec,2013,48.0,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,24,20,44,Less than 100
2013-12-15,15,Dec,2013,33.0,Young Adults (25-34),M,Australia,Tasmania,Accessories,Fenders,Fender Set - Mountain,27,8,22,265,216,481,More or equal to 100
2013-12-30,30,Dec,2013,35.0,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire,27,11,29,345,297,642,More or equal to 100
2013-12-31,31,Dec,2013,24.0,Youth (<25),M,France,Hauts de Seine,Accessories,Bike Stands,All-Purpose Bike Stand,10,59,159,889,590,1479,More or equal to 100
2014-06-20,20,June,2014,65.0,Seniors (64+),M,USA,California,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,81,56,137,Less than 100
2011-08-05,5,August,2011,31.0,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",4,344,540,698,1376,2074,More or equal to 100
2016-04-13,13,April,2016,32.0,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,30,32,62,Less than 100
2014-03-13,13,Mar,2014,22.0,Youth (<25),M,USA,California,Clothing,Caps,AWC Logo Cap,15,7,9,27,105,132,Less than 100
2015-09-17,17,September,2015,25.0,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,192,117,309,More or equal to 100
2015-08-01,1,August,2015,34.0,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Less than 100
2014-03-14,14,Mar,2014,30.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,66,56,122,Less than 100
2014-03-23,23,Mar,2014,41.0,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,854,1482,2336,More or equal to 100
2014-01-24,24,January,2014,46.0,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,23,3,9,95,69,164,Less than 100
2016-03-15,15,Mar,2016,48.0,Adults (35-64),F,Germany,Bayern,Accessories,Tires and Tubes,HL Mountain Tire,23,13,35,498,299,797,More or equal to 100
2013-09-17,17,September,2013,46.0,Adults (35-64),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",23,42,54,115,966,1081,More or equal to 100
2014-06-29,29,June,2014,1.0,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,14,2,5,33,28,61,Less than 100
2013-10-18,18,October,2013,22.0,Youth (<25),M,Germany,Saarland,Clothing,Vests,"Classic Vest, M",14,24,64,399,336,735,More or equal to 100
2016-04-19,19,April,2016,25.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,15,16,31,Less than 100
2015-11-22,22,Nov,2015,1.0,Youth (<25),M,United States,Washington,Clothing,Vests,"Classic Vest, M",15,24,64,389,360,749,More or equal to 100
2014-01-26,26,January,2014,26.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,14,8,21,170,112,282,More or equal to 100
2015-12-04,4,Dec,2015,54.0,Adults (35-64),F,France,Yveline,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,10,19,29,Less than 100
2016-05-29,29,May,2016,34.0,Young Adults (25-34),M,UK,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,45,32,77,Less than 100
2013-12-08,8,Dec,2013,28.0,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,835,2171,3006,More or equal to 100
2015-08-07,7,August,2015,54.0,Adults (35-64),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,10,21,55,329,210,539,More or equal to 100
2013-09-29,29,September,2013,22.0,Youth (<25),M,France,Hauts de Seine,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,735,1482,2217,More or equal to 100
2015-09-04,4,September,2015,32.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,17,8,22,159,136,295,More or equal to 100
2011-09-25,25,September,2011,33.0,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,570,1555,2125,More or equal to 100
2013-11-09,9,Nov,2013,1.0,Youth (<25),F,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,46,44,90,Less than 100
2014-05-23,23,May,2014,37.0,Adults (35-64),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,261,1083,1344,More or equal to 100
2013-08-01,1,August,2013,26.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",3,9,24,44,27,71,Less than 100
2015-08-17,17,August,2015,36.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,7,8,15,Less than 100
2016-03-29,29,Mar,2016,23.0,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,12,2,5,35,24,59,Less than 100
2015-09-28,28,September,2015,23.0,Youth (<25),F,Germany,Hamburg,Accessories,Fenders,Fender Set - Mountain,20,8,22,249,160,409,More or equal to 100
2013-09-15,15,September,2013,26.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,68,46,114,Less than 100
2013-07-08,8,July,2013,50.0,Adults (35-64),F,Germany,Saarland,Clothing,Caps,AWC Logo Cap,18,7,9,7,126,133,Less than 100
2015-12-13,13,Dec,2015,19.0,Youth (<25),M,Germany,Bayern,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,9,6,15,Less than 100
2016-06-02,2,June,2016,23.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40,Less than 100
2016-04-07,7,April,2016,51.0,Adults (35-64),M,United States,California,Accessories,Fenders,Fender Set - Mountain,12,8,22,163,96,259,More or equal to 100
2012-11-21,21,Nov,2012,32.0,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 56",2,2171,3578,1526,4342,5868,More or equal to 100
2014-04-06,6,April,2014,57.0,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,440,390,830,More or equal to 100
2015-08-08,8,August,2015,33.0,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633,More or equal to 100
2014-06-19,19,June,2014,49.0,Adults (35-64),F,United States,New York,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48,Less than 100
2014-02-24,24,Feb,2014,29.0,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,236,195,431,More or equal to 100
2014-01-24,24,January,2014,27.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,7,8,22,96,56,152,Less than 100
2014-03-03,3,Mar,2014,45.0,Adults (35-64),M,France,Seine (Paris),Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,147,461,608,More or equal to 100
2016-04-24,24,April,2016,41.0,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,164,130,294,More or equal to 100
2016-05-28,28,May,2016,25.0,Young Adults (25-34),M,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,78,52,130,Less than 100
2015-02-14,14,Feb,2015,35.0,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,More or equal to 100
2016-04-23,23,April,2016,33.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,54,46,100,Less than 100
2014-05-02,2,May,2014,53.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,38,26,64,Less than 100
2013-09-04,4,September,2013,39.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6,Less than 100
2014-04-22,22,April,2014,20.0,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113,Less than 100
2015-12-20,20,Dec,2015,30.0,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,26,1,4,61,26,87,Less than 100
2016-06-07,7,June,2016,25.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",12,13,35,176,156,332,More or equal to 100
2016-02-07,7,Feb,2016,47.0,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39,Less than 100
2014-01-13,13,January,2014,35.0,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,74,50,124,Less than 100
2016-05-26,26,May,2016,52.0,Adults (35-64),M,USA,California,Accessories,Tires and Tubes,LL Mountain Tire,28,9,25,434,252,686,More or equal to 100
2016-01-26,26,January,2016,32.0,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,-----,27,4,10,157,108,265,More or equal to 100
2014-06-28,28,June,2014,65.0,Seniors (64+),M,USA,Washington,Accessories,Cleaners,Bike Wash - Dissolver,14,3,8,45,42,87,Less than 100
2014-01-15,15,January,2014,32.0,Young Adults (25-34),F,Germany,Saarland,Accessories,Tires and Tubes,LL Road Tire,3,8,21,28,24,52,Less than 100
2015-12-11,11,Dec,2015,40.0,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,16,8,22,220,128,348,More or equal to 100
2013-06-12,12,June,2013,29.0,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,-----,1,1912,3400,1046,1912,2958,More or equal to 100
2015-11-09,9,Nov,2015,41.0,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,16,16,32,Less than 100
2016-03-12,12,Mar,2016,1.0,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17,Less than 100
2016-07-19,19,July,2016,30.0,Young Adults (25-34),F,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",5,9,24,74,45,119,Less than 100
2014-02-24,24,Feb,2014,45.0,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,Less than 100
2013-10-28,28,October,2013,42.0,Adults (35-64),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,27,7,9,52,189,241,Less than 100
2014-03-21,21,Mar,2014,47.0,Adults (35-64),M,United States,California,Clothing,Caps,AWC Logo Cap,3,7,9,5,21,26,Less than 100
