Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
29/9/2013,29,September,2013,35,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4
22/11/2013,22,November,2013,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,144,91,235
9/2/2016,9,February,2016,26,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,3,9,25,32,27,59
29/8/2015,29,August,2015,28,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006
28/1/2014,28,January,2014,38,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
9/2/2016,9,February,2016,56,Adults (35-64),F,United Kingdom,England,Clothing,Socks,"Racing Socks, L",15,3,9,85,45,130
8/5/2016,8,May,2016,37,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,23,8,31
19/9/2013,19,September,2013,47,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,23,8,22,312,184,496
24/11/2015,24,November,2015,63,Adults (35-64),F,France,Seine et Marne,Accessories,Tires and Tubes,Touring Tire Tube,21,2,5,44,42,86
3/7/2015,3,July,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,70,52,122
17/12/2012,17,December,2012,27,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,994,3110,4104
1/3/2016,1,March,2016,41,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10
1/3/2016,1,March,2016,28,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,1,8,21,13,8,21
7/4/2014,7,April,2014,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215,375,755,1130
17/2/2015,17,February,2015,37,Adults (35-64),F,France,Moselle,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443,631,1519,2150
27/3/2016,27,March,2016,36,Adults (35-64),F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,25,24,49
29/5/2014,29,May,2014,32,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,538,1252,1790
2/3/2015,2,March,2015,29,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,683,1266,1949
31/10/2015,31,October,2015,43,Adults (35-64),M,Germany,Hamburg,Clothing,Socks,"Racing Socks, M",6,3,9,32,18,50
24/1/2016,24,January,2016,42,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,15,16,31
10/10/2013,10,October,2013,22,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
14/6/2014,14,June,2014,20,Youth (<25),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,9,8,17
4/9/2015,4,September,2015,39,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,78,54,132
20/12/2015,20,December,2015,38,Adults (35-64),F,United States,California,Clothing,Vests,"Classic Vest, S",24,24,64,929,576,1505
8/2/2014,8,February,2014,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,157,117,274
6/12/2013,6,December,2013,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,29,21,55,970,609,1579
29/3/2016,29,March,2016,31,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,378,1482,1860
21/11/2013,21,November,2013,,,F,Germany,Hessen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,32,24,56
3/7/2014,3,July,2014,25,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,103,65,168
13/3/2016,13,March,2016,40,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Red, 48",1,487,783,132,487,619
24/12/2015,24,December,2015,42,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,30,2,5,89,60,149
22/6/2014,22,June,2014,18,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,88,66,154
10/2/2014,10,February,2014,21,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,13,24,37
13/12/2013,13,December,2013,34,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,362,713,1075
14/11/2013,14,November,2013,32,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,362,713,1075
29/7/2015,29,July,2015,40,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
4/8/2015,4,August,2015,21,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16
16/9/2013,16,September,2013,45,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,20,22,42
4/10/2015,4,October,2015,51,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,892,1266,2158
29/8/2013,29,August,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,350,221,571
21/6/2014,21,June,2014,57,Adults (35-64),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12
18/5/2014,18,May,2014,46,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,HL Road Tire,15,12,33,246,180,426
15/11/2015,15,November,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,9,8,17
9/10/2015,9,October,2015,30,Young Adults (25-34),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,31,7,9,3,217,220
7/5/2014,7,May,2014,32,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,82,28,110
9/7/2016,9,July,2016,51,Adults (35-64),M,France,Moselle,Accessories,Tires and Tubes,LL Mountain Tire,1,9,25,13,9,22
10/5/2014,10,May,2014,25,Young Adults (25-34),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,18,8,22,165,144,309
25/12/2013,25,December,2013,37,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,15,1,4,37,15,52
14/2/2014,14,February,2014,35,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,205,713,918
15/12/2015,15,December,2015,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,370,688,1058
22/3/2016,22,March,2016,39,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,1168,2166,3334
21/7/2016,21,July,2016,23,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,91,96,187
10/2/2016,10,February,2016,41,Adults (35-64),M,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, L",25,9,24,279,225,504
23/6/2016,23,June,2016,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,4,4,8
31/7/2014,31,July,2014,44,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,8,6,14
14/6/2014,14,June,2014,43,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,2,13,35,43,26,69
19/12/2015,19,December,2015,22,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2
29/12/2015,29,December,2015,21,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
4/7/2013,4,July,2013,28,Young Adults (25-34),F,France,Loiret,Clothing,Caps,AWC Logo Cap,30,7,9,30,210,240
19/10/2013,19,October,2013,27,Young Adults (25-34),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,53,46,99
25/8/2012,25,August,2012,25,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544
6/12/2013,6,December,2013,37,Adults (35-64),F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,29,8,22,323,232,555
27/12/2013,27,December,2013,28,Young Adults (25-34),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,9,9,25,119,81,200
1/11/2013,1,November,2013,34,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,71,48,119
5/5/2014,5,May,2014,42,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,436,755,1191
22/6/2014,22,June,2014,31,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,32,34,66
29/11/2015,29,November,2015,40,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,24,8,22,331,192,523
21/11/2013,21,November,2013,23,Youth (<25),M,United States,California,Accessories,Fenders,Fender Set - Mountain,4,8,22,54,32,86
7/9/2013,7,September,2013,41,Adults (35-64),F,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, M",11,9,24,110,99,209
23/8/2015,23,August,2015,25,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,47,588,635
19/12/2012,19,December,2012,39,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1087,2532,3619
20/2/2014,20,February,2014,31,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,997,1252,2249
5/5/2016,5,May,2016,37,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,LL Mountain Tire,9,9,25,115,81,196
18/11/2013,18,November,2013,24,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1264,2171,3435
29/3/2016,29,March,2016,40,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,49,52,101
3/5/2016,3,May,2016,29,Young Adults (25-34),M,Germany,Hessen,Clothing,Caps,AWC Logo Cap,9,7,9,12,63,75
16/12/2013,16,December,2013,23,Youth (<25),M,Australia,Tasmania,Clothing,Socks,"Racing Socks, L",9,3,9,39,27,66
12/4/2016,12,April,2016,57,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,186,169,355
10/10/2013,10,October,2013,24,Youth (<25),F,Germany,Hamburg,Accessories,Tires and Tubes,Road Tire Tube,12,1,4,33,12,45
24/8/2013,24,August,2013,81,Seniors (64+),F,Germany,Hessen,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,27,20,47
18/1/2016,18,January,2016,52,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,314,260,574
4/12/2015,4,December,2015,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,67,48,115
8/10/2013,8,October,2013,43,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,4,5,9
19/3/2014,19,March,2014,24,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,7,13,20
31/8/2015,31,August,2015,33,Young Adults (25-34),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,9,7,9,1,63,64
8/9/2015,8,September,2015,38,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,24,25,49
23/10/2013,23,October,2013,22,Youth (<25),F,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,24,3,8,118,72,190
23/2/2014,23,February,2014,30,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,191,344,535
22/6/2016,22,June,2016,40,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,1,1,4,2,1,3
17/2/2014,17,February,2014,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5,47,32,79
20/8/2015,20,August,2015,32,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13
26/6/2014,26,June,2014,39,Adults (35-64),F,United Kingdom,England,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,281,177,458
20/12/2013,20,December,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,570,1555,2125
16/6/2016,16,June,2016,19,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,20,14,34
23/12/2013,23,December,2013,53,Adults (35-64),F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, S",9,9,24,126,81,207
24/8/2013,24,August,2013,27,Young Adults (25-34),F,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,14,16,30
23/5/2016,23,May,2016,36,Adults (35-64),F,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, M",24,9,24,268,216,484
17/10/2013,17,October,2013,20,Youth (<25),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,27,3,8,131,81,212
27/12/2012,27,December,2012,38,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1134,2532,3666
31/1/2014,31,January,2014,38,Adults (35-64),F,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,499,1083,1582
20/7/2012,20,July,2012,29,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-550-W Yellow, 38",2,713,1120,500,1426,1926
26/3/2014,26,March,2014,32,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,25,26,51
7/6/2014,7,June,2014,69,Seniors (64+),M,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9
27/4/2014,27,April,2014,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,29,7,9,55,203,258
21/1/2016,21,January,2016,34,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",3,461,742,798,1383,2181
8/11/2015,8,November,2015,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,50,36,86
17/7/2015,17,July,2015,38,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,251,308,559
15/10/2015,15,October,2015,28,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,2591,4665,7256
18/1/2012,18,January,2012,54,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,794,2166,2960
29/7/2016,29,July,2016,32,Young Adults (25-34),F,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,123,630,753
9/3/2014,9,March,2014,40,Adults (35-64),F,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,878,1482,2360
29/8/2013,29,August,2013,33,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,244,182,426
19/6/2014,19,June,2014,18,Youth (<25),M,France,Yveline,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,108,487,595
27/7/2016,27,July,2016,43,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,390,234,624
30/4/2016,30,April,2016,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,6,8,22,79,48,127
30/11/2011,30,November,2011,46,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,961,1266,2227
19/8/2013,19,August,2013,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
4/1/2016,4,January,2016,21,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48
16/4/2014,16,April,2014,34,Young Adults (25-34),M,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, M",4,9,24,56,36,92
13/9/2015,13,September,2015,30,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
23/6/2014,23,June,2014,33,Young Adults (25-34),M,Australia,Queensland,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,521,1482,2003
2/12/2013,2,December,2013,31,Young Adults (25-34),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,6,8,14
8/6/2016,8,June,2016,36,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,Touring Tire Tube,10,2,5,27,20,47
17/1/2011,17,January,2011,24,Youth (<25),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2234,3756,5990
6/11/2013,6,November,2013,24,Youth (<25),M,France,Seine (Paris),Accessories,Tires and Tubes,LL Mountain Tire,2,9,25,23,18,41
6/3/2014,6,March,2014,44,Adults (35-64),M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,961,1266,2227
16/2/2014,16,February,2014,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
12/12/2013,12,December,2013,31,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,854,1482,2336
21/10/2015,21,October,2015,32,Young Adults (25-34),M,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,344,273,617
2/9/2013,2,September,2013,20,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8
24/8/2013,24,August,2013,18,Youth (<25),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,341,420,761
18/4/2016,18,April,2016,50,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,173,143,316
16/8/2015,16,August,2015,30,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",21,9,24,310,189,499
9/11/2015,9,November,2015,40,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",19,38,50,19,722,741
15/8/2013,15,August,2013,34,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",21,42,54,207,882,1089
29/8/2012,29,August,2012,29,Young Adults (25-34),F,France,Loiret,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2,1266,2320,1598,2532,4130
13/7/2014,13,July,2014,42,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Touring Tire Tube,20,2,5,59,40,99
27/2/2016,27,February,2016,37,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 54",2,1482,2384,1613,2964,4577
31/12/2013,31,December,2013,20,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,81,56,137
22/5/2014,22,May,2014,53,Adults (35-64),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,396,351,747
19/12/2015,19,December,2015,47,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,LL Road Tire,18,8,21,226,144,370
26/5/2016,26,May,2016,35,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",7,38,50,77,266,343
19/5/2016,19,May,2016,35,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
26/2/2014,26,February,2014,38,Adults (35-64),F,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,18,7,9,15,126,141
8/4/2016,8,April,2016,34,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,4,11,30,74,44,118
12/6/2016,12,June,2016,21,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,21,14,35
1/1/2014,1,January,2014,20,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24
24/7/2016,24,July,2016,37,Adults (35-64),F,France,Nord,Accessories,Tires and Tubes,Patch Kit/8 Patches,32,1,2,24,32,56
